,budget,critic_rating,distribution,genre,id,method,rating,release,runtime,source,weekend1_date,weekend1_gross,weekend1_pertheater,weekend1_rank,weekend1_theaters,weekend2_date,weekend2_gross,weekend2_pertheater,weekend2_rank,weekend2_theaters,weekend3_date,weekend3_gross,weekend3_pertheater,weekend3_rank,weekend3_theaters,weekend4_date,weekend4_gross,weekend4_pertheater,weekend4_rank,weekend4_theaters,weekend5_date,weekend5_gross,weekend5_pertheater,weekend5_rank,weekend5_theaters,widest_release,year
Lone Survivor,40000000.0,75.0,Universal,Action,Lone-Survivor,Live Action,R,False,121.0,Based on Factual Book/Article,2013-12-27 00:00:00,90872,45436,34,2,2014-01-03 00:00:00,84857,42429,38,2,2014-01-10 00:00:00,37849910,13161,1,2876,2014-01-17 00:00:00,22058815,7380,2,2989,2014-01-24 00:00:00,12900960,4080,2,3162,3162.0,2013
Looney Tunes: Back in Action,80000000.0,57.0,Warner Bros.,Comedy,Looney-Tunes-Back-in-Action,Live Action,PG,True,,Based on Short Film,2003-11-14 00:00:00,9317371,3210,5,2903,2003-11-21 00:00:00,4215236,1452,8,2903,2003-11-28 00:00:00,2507465,1174,12,2135,2003-12-05 00:00:00,531429,526,15,1010,2003-12-12 00:00:00,231252,508,22,455,2903.0,2003
Looper,30000000.0,93.0,Sony Pictures,Action,Looper,Live Action,R,True,119.0,Original Screenplay,2012-09-28 00:00:00,20801552,6952,2,2992,2012-10-05 00:00:00,12116001,4048,4,2993,2012-10-12 00:00:00,6201665,2381,8,2605,2012-10-19 00:00:00,4202687,1891,10,2223,2012-10-26 00:00:00,2100527,1767,14,1189,2993.0,2012
Lord of War,42000000.0,61.0,Lionsgate,Action,Lord-of-War,Live Action,R,True,,Original Screenplay,2005-09-16 00:00:00,9390144,3337,3,2814,2005-09-23 00:00:00,5034906,1789,6,2814,2005-09-30 00:00:00,2462153,1159,11,2125,2005-10-07 00:00:00,680766,1238,18,550,2005-10-14 00:00:00,225867,1164,28,194,2814.0,2005
Lost in Translation,4000000.0,95.0,Focus Features,Drama,Lost-in-Translation,Live Action,R,False,102.0,Original Screenplay,2003-09-12 00:00:00,925087,40221,15,23,2003-09-19 00:00:00,2622737,14332,10,183,2003-09-26 00:00:00,3688538,7558,10,488,2003-10-03 00:00:00,4163333,4819,7,864,2003-10-10 00:00:00,2822419,3200,10,882,882.0,2003
Lottery Ticket,17000000.0,34.0,Warner Bros.,Comedy,Lottery-Ticket,Live Action,PG-13,True,95.0,Original Screenplay,2010-08-20 00:00:00,10652297,5399,4,1973,2010-08-27 00:00:00,3854303,1954,12,1973,2010-09-03 00:00:00,2151388,1642,16,1310,2010-09-10 00:00:00,1206043,1333,15,905,2010-09-17 00:00:00,625812,924,18,677,1973.0,2010
Love Actually,45000000.0,63.0,Universal,Romantic Comedy,Love-Actually,Live Action,R,False,135.0,Original Screenplay,2003-11-07 00:00:00,6886080,11955,6,576,2003-11-14 00:00:00,8698030,7390,6,1177,2003-11-21 00:00:00,8644555,5115,5,1690,2003-11-28 00:00:00,8218630,4817,9,1706,2003-12-05 00:00:00,3561360,2130,10,1672,1706.0,2003
Love Don't Cost a Thing,,13.0,Warner Bros.,Romantic Comedy,Love-Don-t-Cost-a-Thing,Live Action,PG-13,True,,Remake,2003-12-12 00:00:00,6315311,3425,4,1844,2003-12-19 00:00:00,3750265,2034,9,1844,2003-12-26 00:00:00,2953073,2606,12,1133,2004-01-02 00:00:00,1921466,1893,15,1015,2004-01-09 00:00:00,572063,845,22,677,1844.0,2003
Love Happens,18000000.0,16.0,Universal,Drama,Love-Happens,Live Action,PG-13,True,,Original Screenplay,2009-09-18 00:00:00,8057010,4245,4,1898,2009-09-25 00:00:00,4307980,2270,7,1898,2009-10-02 00:00:00,2749025,1430,10,1922,2009-10-09 00:00:00,1467030,775,13,1894,2009-10-16 00:00:00,547765,525,17,1043,1922.0,2009
Love and Other Drugs,30000000.0,49.0,20th Century Fox,Drama,Love-and-Other-Drugs,Live Action,R,True,112.0,Based on Factual Book/Article,2010-11-26 00:00:00,9739161,3967,6,2455,2010-12-03 00:00:00,5652810,2300,5,2458,2010-12-10 00:00:00,2981509,1331,8,2240,2010-12-17 00:00:00,1111878,1017,13,1093,2010-12-24 00:00:00,123779,514,25,241,2458.0,2010
Lucky Number Slevin,27000000.0,51.0,MGM,Thriller/Suspense,Lucky-Number-Slevin,Live Action,R,True,110.0,Original Screenplay,2006-04-07 00:00:00,7031921,3544,5,1984,2006-04-14 00:00:00,4752800,2390,7,1989,2006-04-21 00:00:00,2475903,1427,12,1735,2006-04-28 00:00:00,1117900,1544,16,724,2006-05-05 00:00:00,406253,829,18,490,1989.0,2006
Lucky You,55000000.0,29.0,Warner Bros.,Drama,Lucky-You,Live Action,PG-13,True,124.0,Original Screenplay,2007-05-04 00:00:00,2710445,1073,6,2525,2007-05-11 00:00:00,1195342,473,13,2525,2007-05-18 00:00:00,160940,466,26,345,2007-05-25 00:00:00,28319,472,47,60,2007-06-01 00:00:00,10437,290,64,36,2525.0,2007
Lucy,40000000.0,66.0,Universal,Action,Lucy,Live Action,R,True,88.0,Original Screenplay,2014-07-25 00:00:00,43899340,13835,1,3173,2014-08-01 00:00:00,18252590,5700,2,3202,2014-08-08 00:00:00,9488805,3015,5,3147,2014-08-15 00:00:00,5493685,2180,8,2520,2014-08-22 00:00:00,3463590,1959,11,1768,3202.0,2014
MacGruber,10000000.0,47.0,Universal,Comedy,MacGruber,Live Action,R,True,,Based on TV,2010-05-21 00:00:00,4043495,1585,6,2551,2010-05-28 00:00:00,1565985,615,9,2546,2010-06-04 00:00:00,99140,560,32,177,,,,,,,,,,,2551.0,2010
Machete,12500000.0,72.0,20th Century Fox,Action,Machete,Live Action,R,True,105.0,Original Screenplay,2010-09-03 00:00:00,11416164,4276,2,2670,2010-09-10 00:00:00,4294120,1603,4,2678,2010-09-17 00:00:00,1755550,1030,10,1704,2010-09-24 00:00:00,642832,943,14,682,2010-10-01 00:00:00,213721,681,28,314,2678.0,2010
Machete Kills,20000000.0,29.0,Open Road,Action,Machete-Kills,Live Action,R,True,107.0,Original Screenplay,2013-10-11 00:00:00,3837183,1512,4,2538,2013-10-18 00:00:00,1203135,474,12,2538,2013-10-25 00:00:00,305268,244,21,1253,2013-11-01 00:00:00,163171,620,27,263,2013-11-08 00:00:00,150112,708,25,212,2538.0,2013
Mad Hot Ballroom,500000.0,84.0,Paramount Vantage,Documentary,Mad-Hot-Ballroom,Live Action,PG,False,,Based on Real Life Events,2005-05-13 00:00:00,45348,22674,41,2,2005-05-20 00:00:00,148971,9931,22,15,2005-05-27 00:00:00,346178,6073,14,57,2005-06-03 00:00:00,345793,3602,14,96,2005-06-10 00:00:00,405192,3216,15,126,126.0,2005
Mad Money,22000000.0,22.0,Overture Films,Comedy,Mad-Money,Live Action,PG-13,True,,Remake,2008-01-18 00:00:00,7736452,3132,6,2470,2008-01-25 00:00:00,4578394,1854,10,2470,2008-02-01 00:00:00,1975628,1187,17,1665,2008-02-08 00:00:00,655795,719,21,912,2008-02-15 00:00:00,101151,477,44,212,2470.0,2008
Madagascar,75000000.0,55.0,Dreamworks SKG,Adventure,Madagascar,Digital Animation,PG,True,86.0,Original Screenplay,2005-05-27 00:00:00,47224594,11432,3,4131,2005-06-03 00:00:00,28110235,6787,1,4142,2005-06-10 00:00:00,17180801,4373,2,3929,2005-06-17 00:00:00,10737325,3039,3,3533,2005-06-24 00:00:00,7434917,2522,6,2948,4142.0,2005
Madagascar 3: Europe's Most Wanted,145000000.0,79.0,Paramount Pictures,Adventure,Madagascar-3,Digital Animation,PG,True,85.0,Original Screenplay,2012-06-08 00:00:00,60316738,14166,1,4258,2012-06-15 00:00:00,34055474,7989,1,4263,2012-06-22 00:00:00,19712315,5029,2,3920,2012-06-29 00:00:00,11840276,3187,5,3715,2012-07-06 00:00:00,7520690,2629,7,2861,4263.0,2012
Madagascar: Escape 2 Africa,150000000.0,64.0,Paramount Pictures,Comedy,Madagascar-Escape-2-Africa,Digital Animation,PG,True,89.0,Original Screenplay,2008-11-07 00:00:00,63106589,15559,1,4056,2008-11-14 00:00:00,35017301,8614,2,4065,2008-11-21 00:00:00,15661936,3909,4,4007,2008-11-28 00:00:00,14207329,3831,6,3709,2008-12-05 00:00:00,5079120,1531,6,3317,4065.0,2008
Made of Honor,40000000.0,14.0,Sony Pictures,Romantic Comedy,Made-of-Honor,Live Action,PG-13,True,,Original Screenplay,2008-05-02 00:00:00,14756850,5407,2,2729,2008-05-09 00:00:00,8116323,2969,4,2734,2008-05-16 00:00:00,4702950,1670,5,2816,2008-05-23 00:00:00,3350618,1400,7,2393,2008-05-30 00:00:00,1913035,1004,9,1905,2816.0,2008
Madea Goes To Jail,17500000.0,29.0,Lionsgate,Comedy,Madea-Goes-To-Jail-(2009),Live Action,PG-13,True,103.0,Based on Play,2009-02-20 00:00:00,41030947,20192,1,2032,2009-02-27 00:00:00,16175926,7883,1,2052,2009-03-06 00:00:00,8532412,3967,2,2151,2009-03-13 00:00:00,5108532,2319,5,2203,2009-03-20 00:00:00,2566535,1399,9,1835,2203.0,2009
Madea's Big Happy Family,,38.0,Lionsgate,Drama,Madeas-Big-Happy-Family,Live Action,PG-13,True,106.0,Based on Play,2011-04-22 00:00:00,25068677,10957,2,2288,2011-04-29 00:00:00,9860929,4310,3,2288,2011-05-06 00:00:00,4178886,2222,7,1881,2011-05-13 00:00:00,2214033,1528,9,1449,2011-05-20 00:00:00,956589,1049,10,912,2288.0,2011
Madea's Family Reunion,10000000.0,25.0,Lionsgate,Comedy,Tyler-Perry-s-Madeas-Family-Reunion,Live Action,PG-13,True,,Based on Play,2006-02-24 00:00:00,30030661,13688,1,2194,2006-03-03 00:00:00,12648954,5765,1,2194,2006-03-10 00:00:00,5749355,3173,5,1812,2006-03-17 00:00:00,2933815,2091,8,1403,2006-03-24 00:00:00,1340851,1302,12,1030,2194.0,2006
Magic Mike,7000000.0,80.0,Warner Bros.,Comedy,Magic-Mike,Live Action,R,True,109.0,Original Screenplay,2012-06-29 00:00:00,39127170,13354,2,2930,2012-07-06 00:00:00,15642337,5014,5,3120,2012-07-13 00:00:00,9021123,2919,6,3090,2012-07-20 00:00:00,4291432,1647,6,2606,2012-07-27 00:00:00,2619128,1262,8,2075,3120.0,2012
Magic in the Moonlight,,51.0,Sony Pictures Classics,Romantic Comedy,Magic-in-the-Moonlight,Live Action,PG-13,False,97.0,Original Screenplay,2014-07-25 00:00:00,412095,24241,25,17,2014-08-01 00:00:00,740759,11396,17,65,2014-08-08 00:00:00,763015,4488,15,170,2014-08-15 00:00:00,1786150,1853,14,964,2014-08-22 00:00:00,1211276,1539,13,787,964.0,2014
Maleficent,180000000.0,49.0,Walt Disney,Adventure,Maleficent,Live Action,PG,True,97.0,Spin-Off,2014-05-30 00:00:00,69431298,17586,1,3948,2014-06-06 00:00:00,34328264,8695,2,3948,2014-06-13 00:00:00,18504997,5108,3,3623,2014-06-20 00:00:00,12910766,3742,5,3450,2014-06-27 00:00:00,8376674,2726,5,3073,3948.0,2014
Malibu's Most Wanted,15000000.0,31.0,Warner Bros.,Comedy,Malibus-Most-Wanted,Live Action,PG-13,True,86.0,Based on TV,2003-04-18 00:00:00,12618159,5041,3,2503,2003-04-25 00:00:00,7337473,2931,4,2503,2003-05-02 00:00:00,4023235,1719,6,2340,2003-05-09 00:00:00,2128493,1060,8,2008,2003-05-16 00:00:00,891410,1099,11,811,2503.0,2003
Mama,15000000.0,65.0,Universal,Horror,Mama,Live Action,PG-13,True,109.0,Based on Short Film,2013-01-18 00:00:00,28402310,10730,1,2647,2013-01-25 00:00:00,13088145,4880,2,2682,2013-02-01 00:00:00,6590970,2370,4,2781,2013-02-08 00:00:00,4229665,1580,6,2677,2013-02-15 00:00:00,2686245,1630,11,1648,2781.0,2013
Mambo Italiano (US Release),,,Samuel Goldwyn Films,Comedy,Mambo-Italiano-(US-Release),Live Action,R,False,,Based on Play,2003-09-19 00:00:00,734570,4127,17,178,2003-09-26 00:00:00,506891,2770,19,183,2003-10-03 00:00:00,385692,2426,22,159,2003-10-10 00:00:00,229640,2088,23,110,2003-10-17 00:00:00,140359,1754,30,80,183.0,2003
Mamma Mia!,52000000.0,54.0,Universal,Musical,Mamma-Mia,Live Action,PG-13,True,108.0,Based on Musical or Opera,2008-07-18 00:00:00,27751240,9325,2,2976,2008-07-25 00:00:00,17746725,5935,3,2990,2008-08-01 00:00:00,12615515,4120,4,3062,2008-08-08 00:00:00,8208580,2570,6,3194,2008-08-15 00:00:00,6096250,2200,7,2771,3194.0,2008
Man of Steel,225000000.0,56.0,Warner Bros.,Action,Man-of-Steel,Live Action,PG-13,True,142.0,Based on Comic/Graphic Novel,2013-06-14 00:00:00,116619362,27720,1,4207,2013-06-21 00:00:00,41287206,9814,3,4207,2013-06-28 00:00:00,20737490,5020,5,4131,2013-07-05 00:00:00,11414297,3929,7,2905,2013-07-12 00:00:00,4719084,2195,10,2150,4207.0,2013
Man of the House,50000000.0,9.0,Sony Pictures,Comedy,Man-of-the-House-(2005),Live Action,PG-13,True,,Original Screenplay,2005-02-25 00:00:00,8917251,3682,5,2422,2005-03-04 00:00:00,3506726,1448,8,2422,2005-03-11 00:00:00,1770456,930,9,1903,2005-03-18 00:00:00,970405,919,12,1056,2005-03-25 00:00:00,338237,695,21,487,2422.0,2005
Man of the Year,20000000.0,21.0,Universal,Comedy,Man-of-the-Year,Live Action,PG-13,True,,Original Screenplay,2006-10-13 00:00:00,12299380,4890,3,2515,2006-10-20 00:00:00,6935515,2750,7,2522,2006-10-27 00:00:00,4727960,1800,7,2626,2006-11-03 00:00:00,3665580,1535,8,2388,2006-11-10 00:00:00,1567525,1010,14,1552,2626.0,2006
Man on Fire,60000000.0,39.0,20th Century Fox,Thriller/Suspense,Man-on-Fire-(2004),Live Action,R,True,146.0,Remake,2004-04-23 00:00:00,22751490,7637,1,2979,2004-04-30 00:00:00,15012405,5028,2,2986,2004-05-07 00:00:00,8235535,2894,3,2846,2004-05-14 00:00:00,5101128,1925,4,2650,2004-05-21 00:00:00,3680522,1749,5,2104,2986.0,2004
Man on a Ledge,42000000.0,31.0,Lionsgate,Thriller/Suspense,Man-on-the-Ledge,Live Action,PG-13,True,102.0,Original Screenplay,2012-01-27 00:00:00,8001932,2669,5,2998,2012-02-03 00:00:00,4351036,1451,9,2998,2012-02-10 00:00:00,1301222,914,16,1423,2012-02-17 00:00:00,331508,827,28,401,2012-02-24 00:00:00,54636,719,52,76,2998.0,2012
Mandela: Long Walk to Freedom,35000000.0,58.0,Weinstein Co.,Drama,Mandela-Long-Walk-to-Freedom,Live Action,PG-13,True,146.0,Based on Real Life Events,2013-11-29 00:00:00,84283,21071,32,4,2013-12-06 00:00:00,77652,19413,29,4,2013-12-13 00:00:00,35084,8771,33,4,2013-12-20 00:00:00,29231,7308,32,4,2013-12-27 00:00:00,2240745,2298,13,975,975.0,2013
Mao's Last Dancer,18000000.0,55.0,Samuel Goldwyn Films,Drama,Maos-Last-Dancer,Live Action,PG,False,117.0,Based on Real Life Events,2010-08-20 00:00:00,199657,6050,31,33,2010-08-27 00:00:00,299691,3996,25,75,2010-09-03 00:00:00,338179,3560,28,95,2010-09-10 00:00:00,341941,3352,29,102,2010-09-17 00:00:00,238007,2429,30,98,102.0,2010
Margin Call,3400000.0,88.0,Roadside Attractions,Drama,Margin-Call,Live Action,R,False,109.0,Original Screenplay,2011-10-21 00:00:00,561906,10034,20,56,2011-10-28 00:00:00,729096,5208,17,140,2011-11-04 00:00:00,717839,4033,16,178,2011-11-11 00:00:00,544282,2735,18,199,2011-11-18 00:00:00,423547,2491,18,170,199.0,2011
Maria Full of Grace,3200000.0,97.0,New Line,Drama,Maria-Full-of-Grace,Live Action,R,False,,Original Screenplay,2004-07-16 00:00:00,139066,19867,32,7,2004-07-23 00:00:00,136932,19562,33,7,2004-07-30 00:00:00,525706,8088,21,65,2004-08-06 00:00:00,538835,5231,21,103,2004-08-13 00:00:00,495492,4631,22,107,107.0,2004
Marie Antoinette,40000000.0,55.0,Sony Pictures,Drama,Marie-Antoinette,Live Action,PG-13,True,,Based on Fiction Book/Short Story,2006-10-20 00:00:00,5361050,6241,8,859,2006-10-27 00:00:00,2845815,3313,9,859,2006-11-03 00:00:00,2212839,2543,12,870,2006-11-10 00:00:00,1151617,1633,17,705,2006-11-17 00:00:00,303051,1060,23,286,870.0,2006
Marley & Me,60000000.0,63.0,20th Century Fox,Comedy,Marley-and-Me,Live Action,PG,True,116.0,Based on Fiction Book/Short Story,2008-12-26 00:00:00,36357586,10448,1,3480,2009-01-02 00:00:00,24263763,6923,1,3505,2009-01-09 00:00:00,11391425,3275,4,3478,2009-01-16 00:00:00,6138859,2080,9,2952,2009-01-23 00:00:00,3031969,1489,15,2036,3505.0,2008
Marmaduke,50000000.0,9.0,20th Century Fox,Comedy,Marmaduke,Digital Animation,PG,True,88.0,Based on Comic/Graphic Novel,2010-06-04 00:00:00,11599661,3610,6,3213,2010-06-11 00:00:00,6006704,1870,7,3213,2010-06-18 00:00:00,2474195,992,10,2495,2010-06-25 00:00:00,977386,881,13,1110,2010-07-02 00:00:00,359085,756,20,475,3213.0,2010
Mars Needs Moms,150000000.0,37.0,Walt Disney,Adventure,Mars-Needs-Moms,Digital Animation,PG,True,88.0,Based on Fiction Book/Short Story,2011-03-11 00:00:00,6914488,2218,5,3117,2011-03-18 00:00:00,5316620,1706,8,3117,2011-03-25 00:00:00,2258428,1041,10,2170,2011-04-01 00:00:00,346864,495,20,701,2011-04-08 00:00:00,118328,524,33,226,3117.0,2011
Martha Marcy May Marlene,1000000.0,90.0,Fox Searchlight,Thriller/Suspense,Martha-Marcy-May-Marlene,Live Action,R,False,101.0,Original Screenplay,2011-10-21 00:00:00,137651,34413,32,4,2011-10-28 00:00:00,248225,7757,24,32,2011-11-04 00:00:00,455772,4651,18,98,2011-11-11 00:00:00,481474,2631,22,183,2011-11-18 00:00:00,384642,2137,19,180,183.0,2011
Master and Commander: The Far Side of the World,135000000.0,85.0,20th Century Fox,Adventure,Master-and-Commander-The-Far-Side-of-the-World,Live Action,PG-13,True,139.0,Based on Fiction Book/Short Story,2003-11-14 00:00:00,25105990,8096,2,3101,2003-11-21 00:00:00,15213896,4906,4,3101,2003-11-28 00:00:00,12408731,4591,5,2703,2003-12-05 00:00:00,3722008,1588,9,2344,2003-12-12 00:00:00,2381479,1467,11,1623,3101.0,2003
Match Point,15000000.0,76.0,Dreamworks SKG,Thriller/Suspense,Match-Point,Live Action,R,True,,Original Screenplay,2005-12-30 00:00:00,398593,49824,21,8,2006-01-06 00:00:00,2709289,8912,15,304,2006-01-13 00:00:00,2001434,6415,17,312,2006-01-20 00:00:00,2935733,6657,15,441,2006-01-27 00:00:00,2742713,5474,13,501,501.0,2005
Matchstick Men,,82.0,Warner Bros.,Comedy,Matchstick-Men,Live Action,PG-13,True,116.0,Based on Fiction Book/Short Story,2003-09-12 00:00:00,13087307,4827,2,2711,2003-09-19 00:00:00,7552427,2786,6,2711,2003-09-26 00:00:00,4354363,1633,9,2666,2003-10-03 00:00:00,2267466,1130,11,2007,2003-10-10 00:00:00,881410,863,16,1021,2711.0,2003
Material Girls,,4.0,MGM,Comedy,Material-Girls,Live Action,PG,True,,Original Screenplay,2006-08-18 00:00:00,4603121,3050,9,1509,2006-08-25 00:00:00,2202582,1460,13,1509,2006-09-01 00:00:00,995585,838,17,1188,2006-09-08 00:00:00,388289,607,26,640,2006-09-15 00:00:00,172237,620,35,278,1509.0,2006
Max Payne,35000000.0,16.0,20th Century Fox,Action,Max-Payne,Live Action,PG-13,True,,Based on Game,2008-10-17 00:00:00,17639849,5225,1,3376,2008-10-24 00:00:00,7791649,2305,3,3381,2008-10-31 00:00:00,3688253,1438,8,2564,2008-11-07 00:00:00,1789136,1212,12,1476,2008-11-14 00:00:00,620337,734,17,845,3381.0,2008
Me and You and Everyone We Know,2000000.0,81.0,IFC Films,Drama,Me-and-You-and-Everyone-We-Know,Live Action,R,False,,Original Screenplay,2005-06-17 00:00:00,30801,30801,50,1,2005-06-24 00:00:00,77066,15413,36,5,2005-07-01 00:00:00,241829,9301,24,26,2005-07-08 00:00:00,369577,6484,20,57,2005-07-15 00:00:00,357847,3689,19,97,97.0,2005
Mean Girls,18000000.0,83.0,Paramount Pictures,Comedy,Mean-Girls,Live Action,PG-13,True,,Based on Fiction Book/Short Story,2004-04-30 00:00:00,24432195,8606,1,2839,2004-05-07 00:00:00,13676552,4602,2,2972,2004-05-14 00:00:00,10182766,3377,3,3015,2004-05-21 00:00:00,6907627,2262,4,3054,2004-05-28 00:00:00,5031834,1922,7,2618,3054.0,2004
Meet Dave,60000000.0,20.0,20th Century Fox,Comedy,Meet-Dave,Live Action,PG,True,90.0,Original Screenplay,2008-07-11 00:00:00,5251918,1744,7,3011,2008-07-18 00:00:00,1659424,551,11,3011,2008-07-25 00:00:00,381469,782,19,488,2008-08-01 00:00:00,160020,718,29,223,2008-08-08 00:00:00,113644,568,34,200,3011.0,2008
Meet the Browns,20000000.0,32.0,Lionsgate,Comedy,Meet-the-Browns,Live Action,PG-13,True,,Based on Play,2008-03-21 00:00:00,20082809,10011,2,2006,2008-03-28 00:00:00,7481508,3711,4,2016,2008-04-04 00:00:00,3418255,2200,7,1554,2008-04-11 00:00:00,1555182,1329,11,1170,2008-04-18 00:00:00,700271,1037,15,675,2016.0,2008
Meet the Fockers,60000000.0,38.0,Universal,Comedy,Meet-the-Fockers,Live Action,PG-13,True,114.0,Original Screenplay,2004-12-24 00:00:00,46120980,13110,1,3518,2004-12-31 00:00:00,41741785,11845,1,3524,2005-01-07 00:00:00,28498160,8080,1,3527,2005-01-14 00:00:00,19316095,5435,2,3554,2005-01-21 00:00:00,9683260,2810,3,3446,3554.0,2004
Meet the Robinsons,,66.0,Walt Disney,Adventure,Meet-the-Robinsons,Digital Animation,G,True,96.0,Based on Fiction Book/Short Story,2007-03-30 00:00:00,25123781,7361,2,3413,2007-04-06 00:00:00,16715437,4866,2,3435,2007-04-13 00:00:00,12467155,3850,3,3238,2007-04-20 00:00:00,6967089,2320,5,3003,2007-04-27 00:00:00,4840972,1967,7,2461,3435.0,2007
Meet the Spartans,30000000.0,2.0,20th Century Fox,Comedy,Meet-the-Spartans,Live Action,PG-13,True,,Original Screenplay,2008-01-25 00:00:00,18505530,7104,1,2605,2008-02-01 00:00:00,7336595,2776,4,2643,2008-02-08 00:00:00,4110561,1681,9,2446,2008-02-15 00:00:00,1564067,1021,16,1532,2008-02-22 00:00:00,447148,762,27,587,2643.0,2008
MegaMind,130000000.0,72.0,Paramount Pictures,Adventure,Megamind,Digital Animation,PG,True,95.0,Original Screenplay,2010-11-05 00:00:00,46016833,11668,1,3944,2010-11-12 00:00:00,29120461,7374,1,3949,2010-11-19 00:00:00,16012831,4237,2,3779,2010-11-26 00:00:00,12575778,3687,3,3411,2010-12-03 00:00:00,4936851,1556,6,3173,3949.0,2010
Melancholia,9400000.0,79.0,Magnolia Pictures,Thriller/Suspense,Melancholia,Live Action,R,False,135.0,Original Screenplay,2011-11-11 00:00:00,257174,13535,27,19,2011-11-18 00:00:00,337530,5922,20,57,2011-11-25 00:00:00,329622,3470,18,95,2011-12-02 00:00:00,270335,2096,19,129,2011-12-09 00:00:00,230558,1590,22,145,145.0,2011
Melinda and Melinda,,53.0,Fox Searchlight,Comedy,Melinda-and-Melinda,Live Action,PG-13,True,99.0,Original Screenplay,2005-03-18 00:00:00,74238,74238,47,1,2005-03-25 00:00:00,740619,7796,14,95,2005-04-01 00:00:00,558707,2836,14,197,2005-04-08 00:00:00,520502,1770,15,294,2005-04-15 00:00:00,407254,1371,18,297,297.0,2005
Memoirs of a Geisha,85000000.0,35.0,Sony Pictures,Drama,Memoirs-of-a-Geisha,Live Action,PG-13,False,137.0,Based on Fiction Book/Short Story,2005-12-09 00:00:00,682504,85313,14,8,2005-12-16 00:00:00,1302331,25045,12,52,2005-12-23 00:00:00,6751729,4364,5,1547,2005-12-30 00:00:00,7746419,5007,7,1547,2006-01-06 00:00:00,6111193,3846,7,1589,1589.0,2005
Men in Black 3,215000000.0,69.0,Sony Pictures,Adventure,Men-in-Black-3,Animation/Live Action,PG-13,True,104.0,Based on Comic/Graphic Novel,2012-05-25 00:00:00,54592779,12851,1,4248,2012-06-01 00:00:00,28075210,6609,2,4248,2012-06-08 00:00:00,13895720,3664,4,3792,2012-06-15 00:00:00,10047575,2650,6,3792,2012-06-22 00:00:00,5726756,2326,9,2462,4248.0,2012
Metallica Through the Never,18000000.0,78.0,Picturehouse,Concert/Performance,Metallica-Through-the-Never,Live Action,R,False,93.0,Based on Musical Group,2013-09-27 00:00:00,1576561,5169,14,305,2013-10-04 00:00:00,697763,1185,16,589,2013-10-11 00:00:00,215211,745,28,289,2013-10-18 00:00:00,70820,1574,42,45,2013-10-25 00:00:00,48361,2198,40,22,589.0,2013
Miami Vice,135000000.0,47.0,Universal,Action,Miami-Vice,Live Action,R,True,132.0,Based on TV,2006-07-28 00:00:00,25723815,8515,1,3021,2006-08-04 00:00:00,10227880,3380,4,3026,2006-08-11 00:00:00,4706430,1770,7,2659,2006-08-18 00:00:00,2427730,1445,12,1680,2006-08-25 00:00:00,964785,1200,18,804,3026.0,2006
Michael Clayton,21500000.0,90.0,Warner Bros.,Drama,Michael-Clayton,Live Action,R,False,120.0,Original Screenplay,2007-10-05 00:00:00,719910,47994,22,15,2007-10-12 00:00:00,10373422,4131,4,2511,2007-10-19 00:00:00,6677272,2583,4,2585,2007-10-26 00:00:00,4924374,1905,6,2585,2007-11-02 00:00:00,2785133,1322,8,2107,2585.0,2007
